ID,SMILES,Respiratory Toxicity_Respiratory Toxicity,Irritation and Corrosion_Eye Corrosion,Hepatotoxicity_Hepatotoxicity,Endocrine Disruption_SR-p53,Endocrine Disruption_SR-HSE,Endocrine Disruption_SR-ATAD5,Endocrine Disruption_SR-ARE,Endocrine Disruption_NR-aromatase,Endocrine Disruption_NR-ER,Endocrine Disruption_NR-ER-LBD,Endocrine Disruption_NR-AhR,Endocrine Disruption_NR-AR,Endocrine Disruption_NR-AR-LBD,Clinical Toxicity_Clinical toxicity,Cardiotoxicity_Cardiotoxicity-5,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-1,Carcinogenicity_Carcinogenicity,CYP450_CYP3A4,CYP450_CYP2C19,CYP450_CYP1A2,CYP450_CYP2C9,Mutagenicity_Ames Mutagenicity,Irritation and Corrosion_Eye Irritation,Endocrine Disruption_SR-MMP,Endocrine Disruption_NR-PPAR-gamma,Developmental and Reproductive Toxicity_Reproductive Toxicity,Developmental and Reproductive Toxicity_Developmental Toxicity,Cardiotoxicity_Cardiotoxicity-30,CYP450_CYP2D6
TOX-107452,O=C1CC(N2CCN(CCc3ccccn3)CC2)C(=O)N1c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,
TOX-107453,O=C1CC[C@H](NC(=O)c2ccccc2)C(=O)N1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107454,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,1.0
TOX-107455,O=C1CCC[C@H]1C(=O)Nc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107456,O=C1CCCC=C1[C@@H](O)CCOC(c1ccccc1)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-107457,O=C1CCCN1c1ccc(S(=O)(=O)Oc2cccc(Cl)c2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-107458,O=C1CCCN1CC(O)CS(=O)(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-107459,O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0
TOX-107460,O=C1NC(=S)NC(=O)C1=Cc1cccc2cc3ccccc3cc12,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0
TOX-107461,O=C1NCCN1Cc1cccc(Cl)c1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-107462,O=C1O/C(=C\Br)CC[C@@H]1c1cccc2ccccc12,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107463,O=C1O[C@@H]([C@@H](O)CO)[C@@H](O)[C@H]1O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107464,O=C1OCC(CO)(CO)N=C1NNc1ccc(Cl)c(Cl)c1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-107465,O=CNc1ncn[nH]1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107466,O=P(O)(CCP(=O)(O)c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107467,O=P(O)(COc1ccccc1)COc1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-107468,O=P(O)(O)CCP(=O)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107469,O=S(=O)(c1cccc(C(F)(F)F)c1)N1CCC(c2cc(-c3cccc4ccccc34)[nH]n2)CC1,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,0.0
TOX-107470,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-107471,O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(C(c1ccccc1)c1ccccc1)C2,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0
TOX-107472,O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(c1ccncc1)C2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0
TOX-107473,O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
TOX-107474,O=S(=O)(c1ccccc1)N1CCCCC1c1cccnc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-107475,O=S(=O)(c1cnccc1N1CCN(CCO)CC1)N1CCCC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107476,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-107477,O=S(=O)(NC1CCN(Cc2ccccc2)CC1)c1cccc2cccnc12,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
TOX-107478,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-107479,O=S(=O)(NCc1cc(-c2ccc(Cl)cc2)no1)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0
TOX-107480,O=S(=O)(NCc1cn2ccsc2n1)c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-107481,O=S(=O)(O)c1cc(/N=N\c2cccc3ccccc23)c(O)c2ncccc12,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107482,O=S(=O)(O)c1ccc(/N=N\c2ccc3c(S(=O)(=O)O)cccc3c2O)c2ccccc12,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107483,O=S1(=O)C=C(SCc2cccc(Cl)c2)Nc2ccccc21,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
TOX-107484,O=S1(=O)CCN(Cc2ccccn2)CC1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-107485,O=S1(=O)CCN(CCc2cn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
TOX-107486,O=S1(=O)CCN(CCc2cn(Cc3ccc(F)cc3)c3ccccc23)CC1,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,
TOX-107487,OC[C@@H]1O[C@@H](n2cnc3c(Nc4ccccc4)ncnc32)[C@@H](O)[C@H]1O,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-107488,Oc1[nH]c2ccccc2c1/C=N/c1nccs1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
TOX-107489,Oc1ccc(/C=N/NC(=S)NCc2ccco2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-107490,Oc1ccc([C@@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107491,Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107492,Oc1ccc(-c2[nH]ncc2-c2ccc(Cl)cc2)c(O)c1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-107493,Oc1ccc(Cl)cc1/C=N\c1cnc2ccccc2c1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-107494,Oc1ccc(Cn2ccnc2S)cc1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-107495,Oc1ccc(CNCc2ccccc2)c2cccnc12,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
TOX-107496,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@]4(O)[C@H](C2)N(CC2CCC2)CC[C@@]314,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107497,Oc1ccnc2cccc(Cc3ccccc3)c12,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
TOX-107498,Oc1nc(-c2ccccc2)cc(C(F)(F)F)n1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
TOX-107499,OCCCSCCO,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-1075,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,0.0,,,,,
TOX-107500,OCCN(/C=N/C1=NN(c2cccc(C(F)(F)F)c2)CC1)CCO,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,0.0
TOX-107501,OCCNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107502,OCCSCc1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107503,SC1=NC2=C(C(c3ccc(Br)cc3)N1)N1CCC2CC1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-107504,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,,
TOX-107505,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,,,,0.0,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107506,,,,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
TOX-107507,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107508,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107509,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,1.0,,
TOX-107510,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107511,CC1=C(Br)C(=O)C(Br)=C/C1=C(\c1ccccc1S(=O)(=O)[O-])c1cc(Br)c(O)c(Br)c1C,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-107512,CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-107513,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107514,NC1=NC(=O)N2CC12,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107515,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107516,CC[C@H](NC(=O)c1cc(F)ccc1[N-]S(=O)(=O)c1cccc2cccnc12)c1ccccc1,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,,,,
TOX-107517,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-107518,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
TOX-107519,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,,,,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,
TOX-107522,CSCC[C@H](N)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
TOX-10756,CC(=O)N1CCCCCC1=O,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-1076,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@H]1CCc2ccccc2N(CC(=O)[O-])C1=O,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10760,OCCSSCCO,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-10762,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-10763,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-10767,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,,,,1.0,1.0,1.0,,,,1.0,0.0,0.0,,,,,,1.0,1.0,,,,0.0,,,,1.0,,,
TOX-1077,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,,0.0,,,,,,0.0,,1.0,0.0,0.0,,,,,,,,,,,,0.0,,,,
TOX-107713,C/C=C/c1ccc(OC)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
TOX-1078,COc1ccccc1OCC(O)CO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,,
TOX-1079,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
TOX-10798,Nc1nc(N)c2[nH]cnc2n1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
TOX-108,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-1080,C[NH+]1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-1081,C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-1082,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,,,,,,0.0,,,1.0,
TOX-1083,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,
TOX-10834,COc1c(Cl)ccc(Cl)c1C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-108344,CCCC(=O)CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
TOX-10835,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,,
TOX-10837,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-10838,NC(=S)c1c(Cl)cccc1Cl,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,0.0,0.0,,,,
TOX-10839,CC(C)N(C(=O)CCl)c1ccccc1,,,,1.0,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,
TOX-1084,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,0.0,,,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,1.0,
TOX-10840,COC(=O)Nc1ccc(Cl)c(Cl)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-1085,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,1.0,
TOX-10855,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-10858,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-1086,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,
TOX-10861,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,
TOX-10862,CCCSC(=O)N(CCC)CCC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-10863,Clc1cccc(C(Cl)(Cl)Cl)n1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,,1.0,,
TOX-10866,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-1087,CCOP(=O)(OCC)SCC[N+](C)(C)C,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10874,NC1(c2ccccc2)CCCCC1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
TOX-1088,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,
TOX-10880,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
TOX-1089,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CC[NH2+]CC2)cc1)C(=O)[O-],,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10891,CCC1(O)CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-10893,Oc1cc(Cl)c(Br)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-10895,BrC1c2ccccc2-c2ccccc21,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-10898,CCCC[N+](CCCC)(CCCC)CCCC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-109,[NH3+]C[C@H](O)c1ccc(O)c(O)c1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-1090,CC([NH3+])Cc1ccccc1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10903,CNC(=O)Oc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
TOX-10908,CCN(CCBr)Cc1cccc2ccccc12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-10909,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
TOX-1091,CCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10913,CC(C)(C)c1cc(O)ccc1O,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,,0.0
TOX-1092,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,,,,1.0,
TOX-10923,Oc1ccc2[nH]ccc2c1,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
TOX-10925,N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-10928,CC1(C)COC1=O,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
TOX-1093,c1ccc([C@H]2CN3CCSC3=[NH+]2)cc1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-1094,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,,,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.0,,,,
TOX-10948,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-1095,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,,,,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,,1.0,,,,,,1.0,,,,1.0,
TOX-1096,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,,,,
TOX-10960,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,,,,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,,,,
TOX-10961,CC1CCCCC1NC(=O)Nc1ccccc1,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,1.0,0.0,,,,
TOX-10963,CS(=N)(=O)CCC(N)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
TOX-1097,CC(=O)Nc1ccc(O)cc1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
TOX-10971,S=C=Nc1ccc(Br)cc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-1098,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,,0.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,
TOX-109818,NCC[NH2+]CCNCC[NH2+]CCN,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109819,NCC[NH2+]CCNCC[NH3+],,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109820,O=S(=O)([O-])O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]2OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-],,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109821,[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109822,[NH3+][C@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109823,[NH3+][C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109824,NC(N)=[NH+]C(=O)Cc1c(Cl)cccc1Cl,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109825,O=C1c2c([O-])ccc([O-])c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109826,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)[C-](Cl)Cl,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-109827,O=C([O-])CCC(=O)OC[C@@H](NC(=O)[C-](Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
